,INDEX,PARENT1,MSTATUS,SEX,EDUCATION,JOB,CAR_USE,CAR_TYPE,RED_CAR,REVOKED,URBANICITY,INCOME,HOME_VAL,BLUEBOOK,OLDCLAIM,KIDSDRIV,AGE,HOMEKIDS,YOJ,TRAVTIME,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,TARGET_FLAG
658,829,0,0,0,4,6,1,4,1,0,0,18.0,18.0,24390.0,10421.0,0,18.0,0,18.0,36,4,3,0,18.0,0
659,830,0,1,0,4,0,0,0,0,0,0,13.0,13.0,12990.0,0.0,0,13.0,0,13.0,21,6,0,4,13.0,0
660,832,0,1,1,3,0,0,1,1,1,0,6.0,6.0,14880.0,0.0,0,6.0,0,6.0,27,10,0,1,6.0,0
661,833,0,1,1,3,2,1,5,1,0,0,15.0,15.0,12160.0,3211.0,0,15.0,0,15.0,48,1,1,7,15.0,1
662,834,0,0,0,4,6,1,4,0,0,0,16.0,16.0,26910.0,0.0,0,16.0,0,16.0,39,10,0,2,16.0,0
663,836,0,0,1,1,8,0,1,1,0,0,1.0,1.0,8050.0,9231.0,0,1.0,0,1.0,30,1,3,0,1.0,1
664,838,0,1,1,3,0,0,1,1,1,0,11.0,11.0,5730.0,0.0,0,11.0,2,11.0,37,1,0,0,11.0,1
665,839,0,1,1,1,0,0,5,1,0,1,6.0,6.0,17130.0,0.0,0,6.0,0,6.0,74,6,0,0,6.0,0
666,840,0,1,1,1,2,0,1,1,0,0,1.0,1.0,10480.0,0.0,2,1.0,3,1.0,5,13,0,2,1.0,1
667,842,0,1,1,3,0,0,1,1,0,0,8.0,8.0,7100.0,0.0,0,8.0,1,8.0,28,4,0,0,8.0,1
668,843,0,0,1,3,0,1,5,1,0,1,12.0,12.0,27820.0,0.0,0,12.0,0,12.0,17,6,0,1,12.0,0
669,844,0,0,0,3,0,0,0,0,0,0,9.0,9.0,14640.0,0.0,0,9.0,0,9.0,15,1,0,0,9.0,0
670,845,0,1,1,1,2,0,1,1,0,0,6.0,6.0,5100.0,0.0,1,6.0,1,6.0,29,4,0,0,6.0,0
671,847,1,0,0,2,2,0,5,0,0,1,1.0,1.0,7470.0,0.0,0,1.0,4,1.0,35,1,0,0,1.0,0
672,848,0,0,1,4,4,0,1,1,0,0,17.0,17.0,12130.0,0.0,0,17.0,0,17.0,34,1,0,3,17.0,0
673,849,0,1,0,2,2,0,0,0,1,0,7.0,7.0,12680.0,49131.0,0,7.0,1,7.0,6,3,1,0,7.0,0
674,850,0,1,1,1,2,0,1,1,0,1,8.0,8.0,11750.0,0.0,0,8.0,0,8.0,54,4,0,0,8.0,0
675,851,0,1,1,1,2,0,1,1,0,1,8.0,8.0,9430.0,0.0,0,8.0,0,8.0,28,13,0,0,8.0,0
676,852,0,1,0,0,4,0,3,0,1,0,8.0,8.0,16570.0,0.0,0,8.0,2,8.0,16,6,0,1,8.0,0
677,853,0,1,1,2,7,0,1,1,0,0,1.0,1.0,9180.0,2933.0,0,1.0,1,1.0,36,1,2,8,1.0,1
678,854,1,0,1,3,0,0,0,1,0,0,5.0,5.0,24010.0,4426.0,2,5.0,3,5.0,30,1,2,3,5.0,1
679,855,0,1,1,3,2,0,0,1,0,1,14.0,14.0,20530.0,0.0,0,14.0,0,14.0,25,3,0,0,14.0,0
680,857,0,1,1,0,5,0,1,1,0,0,16.0,16.0,6800.0,0.0,0,16.0,0,16.0,43,1,0,2,16.0,0
681,858,0,1,1,3,0,0,5,1,1,0,8.0,8.0,23370.0,0.0,0,8.0,1,8.0,28,1,0,0,8.0,0
682,859,0,0,0,1,1,1,3,0,0,1,8.0,8.0,18370.0,0.0,0,8.0,0,8.0,43,7,0,1,8.0,0
683,860,0,1,0,3,1,1,0,1,0,1,11.0,11.0,13500.0,0.0,0,11.0,0,11.0,33,1,0,1,11.0,0
684,864,0,1,0,3,0,0,0,0,0,0,8.0,8.0,1500.0,0.0,0,8.0,0,8.0,58,4,0,0,8.0,0
685,866,0,0,1,1,2,0,1,1,0,0,7.0,7.0,15140.0,8431.0,0,7.0,0,7.0,5,22,1,4,7.0,0
686,867,1,0,1,3,0,0,1,1,0,0,7.0,7.0,19170.0,0.0,0,7.0,2,7.0,23,1,0,0,7.0,0
687,868,0,0,1,3,2,1,5,1,1,0,13.0,13.0,25280.0,0.0,0,13.0,0,13.0,19,1,0,2,13.0,1
688,869,0,1,1,1,1,1,5,1,0,0,7.0,7.0,24490.0,2974.0,0,7.0,4,7.0,12,10,1,0,7.0,0
689,870,0,0,1,1,1,1,1,1,0,0,1.0,1.0,12360.0,0.0,0,1.0,0,1.0,46,4,0,0,1.0,0
690,872,0,0,0,3,0,1,4,0,0,0,5.0,5.0,25850.0,0.0,0,5.0,0,5.0,43,4,0,0,5.0,0
691,873,1,0,1,3,2,0,1,0,0,0,9.0,9.0,2190.0,11226.0,0,9.0,1,9.0,38,1,1,4,9.0,1
692,874,0,1,1,4,5,0,1,1,0,0,14.0,14.0,14090.0,0.0,0,14.0,0,14.0,41,6,0,2,14.0,0
693,875,0,1,0,3,0,1,4,1,0,0,7.0,7.0,27370.0,0.0,0,7.0,0,7.0,7,6,0,0,7.0,0
694,876,0,1,1,1,8,0,2,1,0,0,7.0,7.0,1500.0,0.0,0,7.0,0,7.0,22,1,0,0,7.0,1
695,877,0,1,1,4,4,0,1,1,1,0,12.0,12.0,2220.0,26871.0,0,12.0,0,12.0,21,4,1,2,12.0,0
696,878,0,1,0,1,1,1,0,0,0,0,1.0,1.0,12330.0,0.0,0,1.0,0,1.0,9,1,0,1,1.0,0
697,882,0,0,1,4,4,0,0,1,0,0,26.0,26.0,13660.0,0.0,0,26.0,0,26.0,16,6,0,2,26.0,0
698,883,0,1,1,1,5,0,0,1,0,0,1.0,1.0,16010.0,0.0,0,1.0,1,1.0,11,9,0,0,1.0,0
699,884,0,0,1,3,0,0,0,1,0,0,11.0,11.0,28140.0,4992.0,0,11.0,0,11.0,38,1,2,6,11.0,0
700,886,0,1,0,3,1,1,0,0,0,0,9.0,9.0,14370.0,2928.0,0,9.0,0,9.0,42,13,2,4,9.0,0
701,888,0,1,1,2,2,0,0,1,0,0,1.0,1.0,15550.0,0.0,0,1.0,0,1.0,23,6,0,2,1.0,0
702,889,0,1,0,2,8,0,5,0,0,0,7.0,7.0,6880.0,0.0,0,7.0,2,7.0,21,1,0,0,7.0,0
703,890,0,0,1,3,1,1,1,1,0,0,9.0,9.0,14370.0,8466.0,0,9.0,0,9.0,43,10,4,4,9.0,0
704,891,0,0,0,3,5,0,0,0,0,0,12.0,12.0,14110.0,0.0,0,12.0,0,12.0,34,9,0,1,12.0,0
705,893,0,0,1,4,4,0,0,1,0,0,16.0,16.0,24430.0,43170.0,0,16.0,0,16.0,54,1,2,6,16.0,0
706,894,0,1,0,4,4,0,3,0,0,0,16.0,16.0,20320.0,0.0,0,16.0,0,16.0,14,7,0,0,16.0,0
707,895,0,1,1,3,8,1,1,1,1,0,11.0,11.0,4600.0,0.0,0,11.0,1,11.0,32,6,0,0,11.0,0
708,896,0,0,1,4,1,1,2,1,0,1,16.0,16.0,5550.0,0.0,0,16.0,0,16.0,54,4,0,1,16.0,0
709,897,0,0,1,2,1,0,1,1,0,1,1.0,1.0,3050.0,0.0,0,1.0,0,1.0,14,10,0,0,1.0,0
710,899,0,1,0,2,8,0,5,0,0,1,1.0,1.0,11710.0,0.0,0,1.0,0,1.0,52,1,0,1,1.0,0
711,901,0,1,0,1,1,1,5,0,0,1,11.0,11.0,11480.0,0.0,0,11.0,0,11.0,20,1,0,0,11.0,0
712,902,0,1,0,3,5,1,3,1,1,0,4.0,4.0,17600.0,16545.0,2,4.0,3,4.0,25,4,1,2,4.0,1
713,903,0,1,1,4,4,0,0,1,0,1,17.0,17.0,21530.0,0.0,0,17.0,0,17.0,43,7,0,0,17.0,0
714,905,0,1,0,4,4,0,0,1,0,0,10.0,10.0,11660.0,0.0,0,10.0,0,10.0,28,6,0,0,10.0,0
715,907,0,1,1,4,5,0,0,1,0,0,14.0,14.0,13270.0,0.0,0,14.0,0,14.0,36,1,0,0,14.0,0
716,908,0,1,1,1,7,0,2,1,0,1,1.0,1.0,5000.0,0.0,0,1.0,1,1.0,48,6,0,2,1.0,0
717,909,0,1,0,0,6,1,4,0,0,0,22.0,22.0,28930.0,0.0,0,22.0,0,22.0,64,6,0,3,22.0,0
718,911,0,1,0,3,8,1,5,0,0,1,15.0,15.0,6420.0,1368.0,0,15.0,1,15.0,46,1,2,1,15.0,0
719,914,0,1,1,3,7,0,2,1,0,0,10.0,10.0,6500.0,6913.0,0,10.0,0,10.0,28,1,3,2,10.0,0
720,915,0,0,1,4,4,0,1,1,0,0,23.0,23.0,11570.0,8190.0,0,23.0,0,23.0,43,6,2,5,23.0,0
721,916,0,1,1,1,2,0,1,1,0,1,5.0,5.0,12300.0,0.0,1,5.0,3,5.0,43,6,0,0,5.0,0
722,917,0,0,0,4,4,0,3,0,0,0,15.0,15.0,18130.0,6494.0,0,15.0,0,15.0,28,11,2,0,15.0,0
723,918,0,1,1,4,4,0,5,1,1,0,18.0,18.0,27520.0,35585.0,1,18.0,2,18.0,23,7,2,0,18.0,1
724,920,0,1,1,1,5,0,1,1,0,0,1.0,1.0,13220.0,6712.0,0,1.0,0,1.0,38,1,1,0,1.0,0
725,921,0,1,1,4,4,0,0,1,0,0,18.0,18.0,26000.0,0.0,0,18.0,0,18.0,8,1,0,3,18.0,0
726,922,1,0,1,3,0,0,0,1,0,0,6.0,6.0,22260.0,5290.0,0,6.0,1,6.0,18,1,1,6,6.0,0
727,923,0,1,0,1,2,1,3,0,0,1,1.0,1.0,20990.0,0.0,1,1.0,3,1.0,23,4,0,0,1.0,0
728,926,0,1,1,0,4,0,2,1,0,0,19.0,19.0,16090.0,0.0,0,19.0,1,19.0,29,2,0,0,19.0,1
729,927,1,0,0,1,2,0,0,1,0,0,8.0,8.0,20010.0,0.0,1,8.0,1,8.0,48,4,0,3,8.0,1
730,928,1,0,0,1,2,0,0,0,0,1,1.0,1.0,13840.0,10310.0,2,1.0,2,1.0,34,6,1,3,1.0,1
731,929,0,1,0,4,5,1,3,0,0,0,21.0,21.0,19380.0,8730.0,0,21.0,0,21.0,55,11,2,0,21.0,0
732,931,0,1,1,2,2,0,0,1,0,0,5.0,5.0,22500.0,0.0,1,5.0,1,5.0,28,11,0,0,5.0,0
733,932,0,1,0,4,6,1,4,0,0,0,9.0,9.0,23910.0,0.0,0,9.0,0,9.0,20,13,0,1,9.0,0
734,933,1,0,1,3,1,1,1,1,0,0,15.0,15.0,20870.0,1994.0,0,15.0,2,15.0,40,9,2,3,15.0,1
735,934,0,1,0,4,4,0,0,0,0,0,17.0,17.0,1500.0,0.0,0,17.0,0,17.0,44,4,0,2,17.0,0
736,935,0,1,0,3,1,1,0,0,0,1,12.0,12.0,14350.0,0.0,0,12.0,3,12.0,34,1,0,1,12.0,0
737,936,0,1,1,4,4,0,1,1,0,0,17.0,17.0,19220.0,12204.0,0,17.0,1,17.0,46,4,1,0,17.0,0
738,937,0,1,1,4,4,0,1,1,0,0,21.0,21.0,5600.0,0.0,0,21.0,0,21.0,31,10,0,3,21.0,0
739,938,0,1,1,0,3,0,1,1,0,0,16.0,16.0,20470.0,0.0,0,16.0,0,16.0,31,6,0,0,16.0,0
740,939,1,0,0,3,0,0,0,0,0,0,11.0,11.0,14820.0,5007.0,0,11.0,2,11.0,38,6,3,5,11.0,0
741,942,0,1,0,0,6,1,4,0,0,0,13.0,13.0,36390.0,0.0,0,13.0,0,13.0,38,6,0,1,13.0,1
742,943,0,1,1,0,6,1,3,1,0,0,16.0,16.0,36690.0,0.0,0,16.0,0,16.0,42,1,0,1,16.0,1
743,944,0,1,0,3,2,0,0,0,1,0,13.0,13.0,12620.0,30001.0,0,13.0,2,13.0,25,1,2,5,13.0,0
744,945,0,0,0,3,5,0,3,1,0,0,8.0,8.0,16460.0,5545.0,0,8.0,0,8.0,34,17,2,2,8.0,0
745,947,0,1,0,1,2,1,3,1,0,1,1.0,1.0,18050.0,0.0,0,1.0,0,1.0,51,6,0,1,1.0,0
746,948,0,0,1,1,8,1,1,1,0,1,10.0,10.0,8690.0,0.0,0,10.0,0,10.0,48,10,0,0,10.0,0
747,950,0,1,0,1,1,1,5,0,0,0,1.0,1.0,10580.0,0.0,0,1.0,2,1.0,26,1,0,1,1.0,1
748,952,1,0,0,4,5,1,4,0,0,0,17.0,17.0,24440.0,5818.0,3,17.0,3,17.0,14,4,1,1,17.0,0
749,953,0,1,1,1,1,1,1,1,0,0,1.0,1.0,5370.0,0.0,0,1.0,2,1.0,50,1,0,6,1.0,1
750,954,0,1,1,3,1,1,1,1,0,1,1.0,1.0,18980.0,0.0,0,1.0,0,1.0,37,10,0,0,1.0,0
751,955,0,1,1,1,8,0,1,1,1,0,1.0,1.0,6690.0,0.0,1,1.0,4,1.0,37,11,0,0,1.0,0
752,956,0,0,1,2,1,0,1,1,0,0,1.0,1.0,13120.0,0.0,0,1.0,0,1.0,26,4,0,3,1.0,0
753,957,0,1,1,3,5,0,1,1,0,0,11.0,11.0,15890.0,0.0,0,11.0,0,11.0,27,10,0,0,11.0,0
754,958,0,1,0,3,1,0,0,0,0,0,8.0,8.0,15790.0,0.0,0,8.0,0,8.0,39,4,0,0,8.0,0
755,959,0,0,1,3,7,0,1,1,0,0,9.0,9.0,6400.0,0.0,0,9.0,0,9.0,52,3,0,5,9.0,1
756,960,0,1,1,1,8,0,1,1,0,0,8.0,8.0,5300.0,0.0,0,8.0,1,8.0,43,1,0,0,8.0,0
757,961,0,1,0,0,6,1,4,0,1,0,20.0,20.0,28510.0,0.0,0,20.0,0,20.0,12,4,0,0,20.0,0
758,963,0,0,1,3,0,0,1,1,1,1,12.0,12.0,12520.0,8533.0,0,12.0,0,12.0,61,9,1,7,12.0,1
759,964,0,1,0,2,1,0,3,0,0,0,8.0,8.0,19670.0,0.0,0,8.0,4,8.0,30,6,0,0,8.0,0
760,965,0,1,0,4,6,1,5,0,0,0,20.0,20.0,33010.0,0.0,0,20.0,0,20.0,20,6,0,0,20.0,0
761,968,0,1,0,3,0,0,0,1,0,0,1.0,1.0,37580.0,0.0,0,1.0,0,1.0,22,9,0,0,1.0,0
762,969,1,0,0,3,1,1,3,1,0,0,6.0,6.0,22520.0,3753.0,0,6.0,1,6.0,36,20,1,2,6.0,0
763,970,0,1,1,1,1,1,0,1,0,0,6.0,6.0,10710.0,3647.0,0,6.0,1,6.0,31,1,2,2,6.0,0
764,972,0,0,0,4,4,0,0,0,1,0,11.0,11.0,30280.0,0.0,0,11.0,0,11.0,34,10,0,2,11.0,0
765,973,1,0,0,2,2,0,0,0,0,0,5.0,5.0,12470.0,9237.0,0,5.0,3,5.0,24,10,2,2,5.0,0
766,974,0,1,1,4,4,0,1,1,0,0,14.0,14.0,24530.0,0.0,0,14.0,0,14.0,28,1,0,0,14.0,0
767,975,1,0,0,3,2,0,0,1,1,0,10.0,10.0,13890.0,15849.0,0,10.0,1,10.0,45,4,1,0,10.0,1
768,976,0,1,1,1,7,0,1,1,0,1,1.0,1.0,13840.0,0.0,2,1.0,2,1.0,46,6,0,0,1.0,0
769,977,0,1,1,1,8,0,1,1,0,0,1.0,1.0,4800.0,0.0,0,1.0,1,1.0,49,1,0,0,1.0,1
770,978,0,1,1,3,5,0,1,1,1,0,14.0,14.0,14890.0,0.0,0,14.0,0,14.0,25,12,0,0,14.0,0
771,979,0,1,0,4,4,0,0,1,0,0,15.0,15.0,14740.0,5519.0,0,15.0,0,15.0,56,1,1,4,15.0,0
772,980,1,0,0,4,4,0,0,0,0,0,21.0,21.0,18390.0,0.0,1,21.0,2,21.0,32,11,0,1,21.0,0
773,985,0,1,0,4,5,0,0,1,0,0,10.0,10.0,15080.0,0.0,0,10.0,0,10.0,39,7,0,3,10.0,0
774,986,0,0,0,2,1,1,3,0,0,1,8.0,8.0,20350.0,0.0,0,8.0,0,8.0,39,1,0,0,8.0,0
775,987,0,0,0,2,1,0,0,1,1,0,1.0,1.0,5600.0,41669.0,0,1.0,0,1.0,50,1,3,1,1.0,1
776,988,0,0,0,3,0,0,5,0,1,0,17.0,17.0,5960.0,0.0,0,17.0,0,17.0,38,7,0,1,17.0,0
777,991,1,0,1,1,7,0,1,1,0,0,8.0,8.0,10120.0,3928.0,0,8.0,2,8.0,28,1,2,1,8.0,1
778,993,0,1,0,1,8,0,0,0,0,1,1.0,1.0,4000.0,4920.0,0,1.0,0,1.0,37,1,1,3,1.0,0
779,994,0,1,1,1,1,1,1,1,1,0,12.0,12.0,6300.0,0.0,0,12.0,0,12.0,29,1,0,0,12.0,1
780,997,0,1,0,2,8,0,0,0,0,0,1.0,1.0,15500.0,6826.0,0,1.0,3,1.0,5,1,2,7,1.0,0
781,999,0,1,1,3,2,0,2,1,0,1,11.0,11.0,11710.0,0.0,1,11.0,2,11.0,74,4,0,0,11.0,0
782,1000,0,0,0,3,0,1,4,1,0,0,13.0,13.0,24950.0,0.0,0,13.0,0,13.0,5,1,0,0,13.0,0
783,1002,0,0,0,2,8,0,0,1,0,1,6.0,6.0,6400.0,0.0,0,6.0,0,6.0,42,6,0,0,6.0,0
784,1003,1,0,1,3,5,0,2,1,0,0,13.0,13.0,26520.0,0.0,0,13.0,2,13.0,43,7,0,0,13.0,1
785,1004,0,1,1,1,2,0,5,1,0,0,7.0,7.0,26710.0,0.0,2,7.0,3,7.0,43,17,0,0,7.0,1
786,1005,0,1,1,1,1,1,0,1,0,0,1.0,1.0,20160.0,7888.0,0,1.0,0,1.0,55,1,2,0,1.0,0
787,1006,0,1,0,1,1,0,5,1,0,0,7.0,7.0,9210.0,0.0,0,7.0,2,7.0,54,10,0,0,7.0,0
788,1009,1,0,1,1,1,1,2,1,0,0,1.0,1.0,9420.0,5858.0,2,1.0,2,1.0,37,6,2,2,1.0,1
789,1010,1,0,1,1,2,0,1,1,0,0,1.0,1.0,11830.0,7645.0,0,1.0,2,1.0,35,4,2,1,1.0,1
790,1011,0,1,1,4,0,0,0,1,0,0,10.0,10.0,17940.0,0.0,0,10.0,0,10.0,5,6,0,0,10.0,0
791,1012,1,0,0,1,8,1,0,0,0,1,6.0,6.0,3900.0,0.0,0,6.0,4,6.0,58,14,0,3,6.0,0
792,1013,0,1,1,4,4,0,1,1,0,0,9.0,9.0,25750.0,7637.0,1,9.0,2,9.0,51,1,2,3,9.0,1
793,1014,0,1,0,4,4,0,0,1,0,0,15.0,15.0,15950.0,0.0,0,15.0,0,15.0,24,7,0,0,15.0,0
794,1015,1,0,0,1,2,0,5,0,0,0,1.0,1.0,6520.0,0.0,0,1.0,3,1.0,53,3,0,5,1.0,1
795,1017,0,1,1,2,8,0,2,1,0,1,5.0,5.0,11370.0,0.0,0,5.0,2,5.0,42,1,0,4,5.0,0
796,1018,1,0,0,3,0,0,0,1,0,0,8.0,8.0,28400.0,0.0,0,8.0,2,8.0,19,7,0,0,8.0,0
797,1019,0,1,1,0,7,0,1,1,0,1,13.0,13.0,16830.0,0.0,0,13.0,0,13.0,43,6,0,0,13.0,0
798,1020,1,0,0,0,5,1,4,0,0,0,20.0,20.0,31370.0,0.0,0,20.0,3,20.0,11,1,0,0,20.0,0
799,1021,0,1,0,4,0,0,0,0,0,0,16.0,16.0,14830.0,0.0,0,16.0,2,16.0,31,6,0,0,16.0,0
800,1023,0,1,0,4,4,0,3,0,0,0,12.0,12.0,16820.0,0.0,0,12.0,0,12.0,30,4,0,0,12.0,0
801,1024,0,1,0,4,5,1,4,1,0,0,16.0,16.0,38340.0,0.0,0,16.0,0,16.0,60,4,0,0,16.0,0
802,1025,0,1,1,1,2,0,1,1,0,0,6.0,6.0,22150.0,3790.0,1,6.0,3,6.0,26,15,2,0,6.0,1
803,1026,0,1,1,4,4,0,1,1,0,0,14.0,14.0,12410.0,0.0,0,14.0,0,14.0,42,1,0,0,14.0,1
804,1028,0,1,0,4,5,0,5,0,0,0,9.0,9.0,11550.0,0.0,0,9.0,0,9.0,51,10,0,0,9.0,0
805,1029,0,1,1,3,0,0,1,1,0,0,11.0,11.0,6400.0,0.0,0,11.0,0,11.0,5,4,0,3,11.0,0
806,1030,0,1,0,1,2,0,3,1,0,1,9.0,9.0,17370.0,7081.0,0,9.0,3,9.0,40,1,3,0,9.0,1
807,1031,0,0,0,1,5,0,0,0,0,0,1.0,1.0,12770.0,0.0,0,1.0,0,1.0,24,1,0,0,1.0,1
808,1034,0,1,0,3,1,1,2,0,0,1,1.0,1.0,28250.0,0.0,0,1.0,0,1.0,52,4,0,0,1.0,0
809,1035,0,1,1,1,1,1,1,1,0,1,1.0,1.0,8700.0,0.0,0,1.0,2,1.0,28,4,0,0,1.0,0
810,1036,0,1,1,3,0,0,0,1,0,0,14.0,14.0,24510.0,0.0,0,14.0,2,14.0,23,1,0,0,14.0,0
811,1037,0,1,0,2,1,1,3,1,0,1,2.0,2.0,18400.0,0.0,0,2.0,3,2.0,32,6,0,1,2.0,0
812,1038,0,0,1,3,1,0,1,1,0,0,12.0,12.0,19960.0,0.0,0,12.0,0,12.0,21,10,0,0,12.0,0
813,1039,0,1,1,4,4,0,1,1,0,0,17.0,17.0,7930.0,2772.0,0,17.0,0,17.0,10,11,2,3,17.0,0
814,1040,0,0,1,1,1,1,2,1,1,0,4.0,4.0,13450.0,30094.0,0,4.0,0,4.0,51,11,4,1,4.0,1
815,1042,0,1,0,3,5,0,0,1,0,0,6.0,6.0,12710.0,0.0,0,6.0,0,6.0,30,10,0,0,6.0,0
816,1043,0,1,1,3,8,0,1,1,0,0,8.0,8.0,7210.0,0.0,0,8.0,1,8.0,47,4,0,0,8.0,0
817,1044,0,1,0,4,5,0,3,0,0,0,14.0,14.0,16870.0,0.0,0,14.0,0,14.0,16,11,0,0,14.0,0
818,1045,0,0,1,0,6,1,5,1,0,0,13.0,13.0,20590.0,0.0,0,13.0,0,13.0,40,1,0,5,13.0,1
819,1046,0,0,1,4,4,0,0,1,0,0,10.0,10.0,33400.0,0.0,0,10.0,0,10.0,31,6,0,1,10.0,0
820,1047,0,1,0,3,0,0,5,0,0,0,11.0,11.0,8550.0,28274.0,0,11.0,0,11.0,17,4,2,0,11.0,0
821,1048,0,1,0,1,0,0,0,0,0,0,12.0,12.0,21030.0,8657.0,0,12.0,0,12.0,66,4,2,2,12.0,0
822,1049,1,0,1,3,5,0,0,1,0,0,12.0,12.0,21130.0,0.0,0,12.0,2,12.0,23,13,0,0,12.0,0
823,1050,0,0,1,1,5,0,1,1,0,0,6.0,6.0,27040.0,2080.0,0,6.0,0,6.0,18,10,1,3,6.0,0
824,1051,0,1,1,4,4,0,0,1,0,0,16.0,16.0,41180.0,0.0,0,16.0,0,16.0,18,1,0,0,16.0,0
825,1052,0,0,1,4,4,0,2,1,0,1,17.0,17.0,30580.0,0.0,0,17.0,0,17.0,49,1,0,0,17.0,1
826,1053,0,1,0,1,2,1,5,0,0,0,1.0,1.0,5480.0,2904.0,0,1.0,0,1.0,7,1,2,1,1.0,1
827,1054,0,1,0,2,8,0,0,0,0,0,8.0,8.0,4700.0,0.0,0,8.0,5,8.0,24,4,0,0,8.0,0
828,1055,1,0,1,0,4,0,5,1,0,0,22.0,22.0,23340.0,0.0,0,22.0,1,22.0,40,9,0,5,22.0,0
829,1056,0,0,1,1,2,0,2,1,1,0,1.0,1.0,5540.0,0.0,0,1.0,0,1.0,24,4,0,1,1.0,1
830,1057,0,1,1,4,4,0,1,1,1,0,13.0,13.0,19720.0,0.0,0,13.0,0,13.0,25,4,0,3,13.0,0
831,1058,0,1,1,0,5,0,2,1,1,0,18.0,18.0,13050.0,45337.0,0,18.0,1,18.0,40,6,1,3,18.0,0
832,1059,0,1,1,0,5,1,4,1,0,0,16.0,16.0,38120.0,0.0,0,16.0,0,16.0,23,1,0,2,16.0,0
833,1060,0,1,1,3,0,0,1,1,0,0,10.0,10.0,13210.0,0.0,0,10.0,2,10.0,24,10,0,2,10.0,0
834,1061,0,1,0,0,5,1,4,1,0,0,14.0,14.0,25520.0,0.0,0,14.0,0,14.0,22,10,0,1,14.0,0
835,1062,0,0,1,0,6,1,5,1,0,0,16.0,16.0,6500.0,0.0,0,16.0,0,16.0,50,1,0,3,16.0,0
836,1063,0,1,1,2,2,0,1,1,0,0,1.0,1.0,7820.0,8752.0,0,1.0,0,1.0,22,17,2,0,1.0,0
837,1064,1,0,0,4,4,0,3,1,0,0,9.0,9.0,21950.0,5477.0,0,9.0,2,9.0,26,1,3,4,9.0,0
838,1066,0,1,0,4,0,0,0,0,1,0,11.0,11.0,14300.0,0.0,0,11.0,0,11.0,49,10,0,0,11.0,0
839,1067,1,0,0,4,6,1,4,0,0,1,17.0,17.0,28670.0,0.0,0,17.0,2,17.0,36,1,0,1,17.0,0
840,1068,0,1,1,1,7,0,2,1,0,0,8.0,8.0,11750.0,0.0,0,8.0,0,8.0,30,7,0,3,8.0,1
841,1069,0,1,0,0,3,0,5,1,0,0,20.0,20.0,11740.0,0.0,0,20.0,2,20.0,26,1,0,1,20.0,0
842,1070,0,1,0,3,0,0,3,0,0,0,1.0,1.0,22420.0,0.0,0,1.0,0,1.0,88,4,0,0,1.0,0
843,1071,0,0,1,4,4,0,1,1,0,1,14.0,14.0,15480.0,0.0,0,14.0,0,14.0,18,6,0,0,14.0,0
844,1072,0,0,0,2,1,1,5,0,0,0,4.0,4.0,6200.0,9136.0,0,4.0,0,4.0,36,1,4,2,4.0,1
845,1073,1,0,1,3,8,1,1,1,0,0,6.0,6.0,1500.0,3165.0,0,6.0,3,6.0,11,1,3,1,6.0,0
846,1076,0,0,1,1,1,1,1,1,0,0,1.0,1.0,13790.0,0.0,0,1.0,0,1.0,71,1,0,0,1.0,0
847,1077,0,0,0,3,8,0,0,0,0,0,11.0,11.0,15520.0,0.0,0,11.0,0,11.0,45,10,0,0,11.0,0
848,1078,0,0,0,3,8,1,5,0,1,1,1.0,1.0,6610.0,3825.0,0,1.0,0,1.0,18,1,2,1,1.0,0
849,1079,0,1,0,3,0,0,3,1,0,1,7.0,7.0,19750.0,0.0,1,7.0,3,7.0,26,9,0,0,7.0,0
850,1080,0,1,0,3,1,1,0,1,0,0,7.0,7.0,13030.0,1699.0,0,7.0,1,7.0,42,6,1,6,7.0,0
851,1082,0,1,0,4,4,0,0,1,0,0,16.0,16.0,10190.0,0.0,0,16.0,0,16.0,48,6,0,0,16.0,0
852,1083,0,0,0,0,3,0,3,1,0,0,6.0,6.0,18820.0,0.0,0,6.0,0,6.0,27,1,0,0,6.0,0
853,1084,0,1,1,3,2,0,1,1,0,0,13.0,13.0,20320.0,0.0,0,13.0,0,13.0,45,6,0,5,13.0,0
854,1085,1,0,1,3,5,0,1,1,0,0,9.0,9.0,5700.0,1775.0,1,9.0,1,9.0,37,6,1,2,9.0,0
855,1086,0,1,1,1,2,0,1,1,0,0,1.0,1.0,10500.0,0.0,0,1.0,2,1.0,22,1,0,3,1.0,0
856,1087,0,1,0,1,8,1,5,1,0,0,8.0,8.0,6720.0,3029.0,0,8.0,0,8.0,16,1,2,0,8.0,1
857,1088,0,1,0,4,6,1,5,0,0,1,11.0,11.0,11710.0,0.0,0,11.0,1,11.0,10,9,0,0,11.0,0
858,1089,0,1,0,3,8,1,0,0,0,1,1.0,1.0,15200.0,0.0,0,1.0,0,1.0,39,1,0,0,1.0,0
859,1090,1,0,1,4,4,0,1,1,0,0,16.0,16.0,10750.0,0.0,0,16.0,3,16.0,9,1,0,3,16.0,1
860,1091,0,0,0,4,6,1,3,0,1,0,18.0,18.0,21230.0,0.0,0,18.0,0,18.0,58,6,0,1,18.0,0
861,1092,0,1,0,4,4,0,1,0,0,0,15.0,15.0,11810.0,0.0,0,15.0,0,15.0,41,1,0,0,15.0,1
